{ questions: [{prompt: '134 + 864  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 46517, a: 134 , b: 864 , c: 998 }}, 
{ questions: [{prompt: '231 + 332  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 23025, a: 231 , b: 332 , c: 563 }}, 
{ questions: [{prompt: '831 + 156  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 8539, a: 831 , b: 156 , c: 987 }}, 
{ questions: [{prompt: '663 + 125  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 3923, a: 663 , b: 125 , c: 788 }}, 
{ questions: [{prompt: '237 + 422  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 29006, a: 237 , b: 422 , c: 659 }}, 
{ questions: [{prompt: '125 + 673  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42545, a: 125 , b: 673 , c: 798 }}, 
{ questions: [{prompt: '323 + 134  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 5396, a: 323 , b: 134 , c: 457 }}, 
{ questions: [{prompt: '612 + 322  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 21751, a: 612 , b: 322 , c: 934 }}, 
{ questions: [{prompt: '531 + 114  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 1515, a: 531 , b: 114 , c: 645 }}, 
{ questions: [{prompt: '425 + 561  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38101, a: 425 , b: 561 , c: 986 }}, 
{ questions: [{prompt: '114 + 722  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 43460, a: 114 , b: 722 , c: 836 }}, 
{ questions: [{prompt: '324 + 264  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18408, a: 324 , b: 264 , c: 588 }}, 
{ questions: [{prompt: '136 + 762  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 44996, a: 136 , b: 762 , c: 898 }}, 
{ questions: [{prompt: '535 + 343  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 24563, a: 535 , b: 343 , c: 878 }}, 
{ questions: [{prompt: '635 + 341  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 24197, a: 635 , b: 341 , c: 976 }}, 
{ questions: [{prompt: '177 + 321  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 21223, a: 177 , b: 321 , c: 498 }}, 
{ questions: [{prompt: '321 + 131  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 4425, a: 321 , b: 131 , c: 452 }}, 
{ questions: [{prompt: '317 + 661  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42175, a: 317 , b: 661 , c: 978 }}, 
{ questions: [{prompt: '423 + 261  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18011, a: 423 , b: 261 , c: 684 }}, 
{ questions: [{prompt: '611 + 184  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10274, a: 611 , b: 184 , c: 795 }}, 
{ questions: [{prompt: '262 + 527  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 35798, a: 262 , b: 527 , c: 789 }}, 
{ questions: [{prompt: '736 + 151  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 7702, a: 736 , b: 151 , c: 887 }}, 
{ questions: [{prompt: '731 + 234  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15221, a: 731 , b: 234 , c: 965 }}, 
{ questions: [{prompt: '333 + 163  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 9051, a: 333 , b: 163 , c: 496 }}, 
{ questions: [{prompt: '144 + 814  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 45547, a: 144 , b: 814 , c: 958 }}, 
{ questions: [{prompt: '423 + 451  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 32003, a: 423 , b: 451 , c: 874 }}, 
{ questions: [{prompt: '565 + 111  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 301, a: 565 , b: 111 , c: 676 }}, 
{ questions: [{prompt: '583 + 114  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 1542, a: 583 , b: 114 , c: 697 }}, 
{ questions: [{prompt: '122 + 543  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 37028, a: 122 , b: 543 , c: 665 }}, 
{ questions: [{prompt: '441 + 447  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31858, a: 441 , b: 447 , c: 888 }}, 
{ questions: [{prompt: '541 + 358  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 25916, a: 541 , b: 358 , c: 899 }}, 
{ questions: [{prompt: '484 + 311  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19692, a: 484 , b: 311 , c: 795 }}, 
{ questions: [{prompt: '417 + 511  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33895, a: 417 , b: 511 , c: 928 }}, 
{ questions: [{prompt: '841 + 138  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 6046, a: 841 , b: 138 , c: 979 }}, 
{ questions: [{prompt: '216 + 272  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18816, a: 216 , b: 272 , c: 488 }}, 
{ questions: [{prompt: '111 + 358  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 25897, a: 111 , b: 358 , c: 469 }}, 
{ questions: [{prompt: '225 + 371  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26597, a: 225 , b: 371 , c: 596 }}, 
{ questions: [{prompt: '661 + 225  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 13819, a: 661 , b: 225 , c: 886 }}, 
{ questions: [{prompt: '122 + 824  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 45802, a: 122 , b: 824 , c: 946 }}, 
{ questions: [{prompt: '545 + 234  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15170, a: 545 , b: 234 , c: 779 }}, 
{ questions: [{prompt: '512 + 485  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33664, a: 512 , b: 485 , c: 997 }}, 
{ questions: [{prompt: '414 + 553  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 37756, a: 414 , b: 553 , c: 967 }}, 
{ questions: [{prompt: '342 + 452  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 32135, a: 342 , b: 452 , c: 794 }}, 
{ questions: [{prompt: '233 + 523  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 35325, a: 233 , b: 523 , c: 756 }}, 
{ questions: [{prompt: '211 + 667  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42424, a: 211 , b: 667 , c: 878 }}, 
{ questions: [{prompt: '451 + 523  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 35419, a: 451 , b: 523 , c: 974 }}, 
{ questions: [{prompt: '654 + 312  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 20136, a: 654 , b: 312 , c: 966 }}, 
{ questions: [{prompt: '123 + 334  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 23444, a: 123 , b: 334 , c: 457 }}, 
{ questions: [{prompt: '273 + 725  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 43763, a: 273 , b: 725 , c: 998 }}, 
{ questions: [{prompt: '846 + 141  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 6358, a: 846 , b: 141 , c: 987 }}, 
{ questions: [{prompt: '471 + 315  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 20809, a: 471 , b: 315 , c: 786 }}, 
{ questions: [{prompt: '151 + 236  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15421, a: 151 , b: 236 , c: 387 }}, 
{ questions: [{prompt: '723 + 126  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 4116, a: 723 , b: 126 , c: 849 }}, 
{ questions: [{prompt: '646 + 241  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15890, a: 646 , b: 241 , c: 887 }}, 
{ questions: [{prompt: '581 + 212  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 11090, a: 581 , b: 212 , c: 793 }}, 
{ questions: [{prompt: '662 + 236  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15515, a: 662 , b: 236 , c: 898 }}, 
{ questions: [{prompt: '341 + 618  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 39740, a: 341 , b: 618 , c: 959 }}, 
{ questions: [{prompt: '115 + 572  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38517, a: 115 , b: 572 , c: 687 }}, 
{ questions: [{prompt: '627 + 222  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 13035, a: 627 , b: 222 , c: 849 }}, 
{ questions: [{prompt: '652 + 334  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 23608, a: 652 , b: 334 , c: 986 }}, 
{ questions: [{prompt: '267 + 711  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42879, a: 267 , b: 711 , c: 978 }}, 
{ questions: [{prompt: '113 + 751  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 44643, a: 113 , b: 751 , c: 864 }}, 
{ questions: [{prompt: '312 + 186  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10328, a: 312 , b: 186 , c: 498 }}, 
{ questions: [{prompt: '243 + 125  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 3803, a: 243 , b: 125 , c: 368 }}, 
{ questions: [{prompt: '171 + 428  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 29888, a: 171 , b: 428 , c: 599 }}, 
{ questions: [{prompt: '122 + 141  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 6058, a: 122 , b: 141 , c: 263 }}, 
{ questions: [{prompt: '113 + 435  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30699, a: 113 , b: 435 , c: 548 }}, 
{ questions: [{prompt: '151 + 638  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 41135, a: 151 , b: 638 , c: 789 }}, 
{ questions: [{prompt: '111 + 783  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 45319, a: 111 , b: 783 , c: 894 }}, 
{ questions: [{prompt: '761 + 232  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 14772, a: 761 , b: 232 , c: 993 }}, 
{ questions: [{prompt: '222 + 347  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 24980, a: 222 , b: 347 , c: 569 }}, 
{ questions: [{prompt: '624 + 125  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 3908, a: 624 , b: 125 , c: 749 }}, 
{ questions: [{prompt: '432 + 433  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30488, a: 432 , b: 433 , c: 865 }}, 
{ questions: [{prompt: '542 + 457  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 32596, a: 542 , b: 457 , c: 999 }}, 
{ questions: [{prompt: '513 + 223  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 13290, a: 513 , b: 223 , c: 736 }}, 
{ questions: [{prompt: '511 + 331  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 22873, a: 511 , b: 331 , c: 842 }}, 
{ questions: [{prompt: '454 + 311  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19668, a: 454 , b: 311 , c: 765 }}, 
{ questions: [{prompt: '281 + 516  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 34702, a: 281 , b: 516 , c: 797 }}, 
{ questions: [{prompt: '134 + 265  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18486, a: 134 , b: 265 , c: 399 }}, 
{ questions: [{prompt: '285 + 512  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 34062, a: 285 , b: 512 , c: 797 }}, 
{ questions: [{prompt: '251 + 244  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 16441, a: 251 , b: 244 , c: 495 }}, 
{ questions: [{prompt: '472 + 415  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 28378, a: 472 , b: 415 , c: 887 }}, 
{ questions: [{prompt: '311 + 168  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 9487, a: 311 , b: 168 , c: 479 }}, 
{ questions: [{prompt: '763 + 216  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 12210, a: 763 , b: 216 , c: 979 }}, 
{ questions: [{prompt: '313 + 483  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33606, a: 313 , b: 483 , c: 796 }}, 
{ questions: [{prompt: '411 + 473  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33343, a: 411 , b: 473 , c: 884 }}, 
{ questions: [{prompt: '212 + 347  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 24978, a: 212 , b: 347 , c: 559 }}, 
{ questions: [{prompt: '153 + 121  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 2339, a: 153 , b: 121 , c: 274 }}, 
{ questions: [{prompt: '211 + 276  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19111, a: 211 , b: 276 , c: 487 }}, 
{ questions: [{prompt: '531 + 322  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 21715, a: 531 , b: 322 , c: 853 }}, 
{ questions: [{prompt: '521 + 167  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 9459, a: 521 , b: 167 , c: 688 }}, 
{ questions: [{prompt: '223 + 341  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 24027, a: 223 , b: 341 , c: 564 }}, 
{ questions: [{prompt: '545 + 334  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 23576, a: 545 , b: 334 , c: 879 }}, 
{ questions: [{prompt: '325 + 562  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38166, a: 325 , b: 562 , c: 887 }}, 
{ questions: [{prompt: '153 + 644  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 41486, a: 153 , b: 644 , c: 797 }}, 
{ questions: [{prompt: '115 + 231  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 14153, a: 115 , b: 231 , c: 346 }}, 
{ questions: [{prompt: '167 + 512  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33994, a: 167 , b: 512 , c: 679 }}, 
{ questions: [{prompt: '185 + 513  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 34223, a: 185 , b: 513 , c: 698 }}, 
{ questions: [{prompt: '121 + 658  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42110, a: 121 , b: 658 , c: 779 }}, 
{ questions: [{prompt: '616 + 272  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18872, a: 616 , b: 272 , c: 888 }}, 
{ questions: [{prompt: '264 + 313  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 20242, a: 264 , b: 313 , c: 577 }}, 
{ questions: [{prompt: '147 + 321  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 21199, a: 147 , b: 321 , c: 468 }}, 
{ questions: [{prompt: '211 + 547  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 37391, a: 211 , b: 547 , c: 758 }}, 
{ questions: [{prompt: '561 + 327  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 22621, a: 561 , b: 327 , c: 888 }}, 
{ questions: [{prompt: '725 + 114  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 1594, a: 725 , b: 114 , c: 839 }}, 
{ questions: [{prompt: '824 + 132  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 5009, a: 824 , b: 132 , c: 956 }}, 
{ questions: [{prompt: '722 + 125  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 3934, a: 722 , b: 125 , c: 847 }}, 
{ questions: [{prompt: '415 + 374  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26855, a: 415 , b: 374 , c: 789 }}, 
{ questions: [{prompt: '414 + 165  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 9304, a: 414 , b: 165 , c: 579 }}, 
{ questions: [{prompt: '283 + 712  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 43004, a: 283 , b: 712 , c: 995 }}, 
{ questions: [{prompt: '232 + 243  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 16229, a: 232 , b: 243 , c: 475 }}, 
{ questions: [{prompt: '323 + 245  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 16617, a: 323 , b: 245 , c: 568 }}, 
{ questions: [{prompt: '213 + 776  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 45273, a: 213 , b: 776 , c: 989 }}, 
{ questions: [{prompt: '417 + 462  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 32806, a: 417 , b: 462 , c: 879 }}, 
{ questions: [{prompt: '135 + 641  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 41169, a: 135 , b: 641 , c: 776 }}, 
{ questions: [{prompt: '461 + 525  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 35681, a: 461 , b: 525 , c: 986 }}, 
{ questions: [{prompt: '612 + 237  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15596, a: 612 , b: 237 , c: 849 }}, 
{ questions: [{prompt: '244 + 243  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 16237, a: 244 , b: 243 , c: 487 }}, 
{ questions: [{prompt: '417 + 352  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 25339, a: 417 , b: 352 , c: 769 }}, 
{ questions: [{prompt: '412 + 333  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 23330, a: 412 , b: 333 , c: 745 }}, 
{ questions: [{prompt: '164 + 614  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 39413, a: 164 , b: 614 , c: 778 }}, 
{ questions: [{prompt: '244 + 641  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 41216, a: 244 , b: 641 , c: 885 }}, 
{ questions: [{prompt: '826 + 132  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 5011, a: 826 , b: 132 , c: 958 }}, 
{ questions: [{prompt: '416 + 543  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 37116, a: 416 , b: 543 , c: 959 }}, 
{ questions: [{prompt: '143 + 135  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 5583, a: 143 , b: 135 , c: 278 }}, 
{ questions: [{prompt: '513 + 173  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 9795, a: 513 , b: 173 , c: 686 }}, 
{ questions: [{prompt: '332 + 141  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 6146, a: 332 , b: 141 , c: 473 }}, 
{ questions: [{prompt: '612 + 371  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26650, a: 612 , b: 371 , c: 983 }}, 
{ questions: [{prompt: '232 + 455  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 32442, a: 232 , b: 455 , c: 687 }}, 
{ questions: [{prompt: '352 + 445  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31704, a: 352 , b: 445 , c: 797 }}, 
{ questions: [{prompt: '321 + 438  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30980, a: 321 , b: 438 , c: 759 }}, 
{ questions: [{prompt: '211 + 516  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 34681, a: 211 , b: 516 , c: 727 }}, 
{ questions: [{prompt: '556 + 421  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 28918, a: 556 , b: 421 , c: 977 }}, 
{ questions: [{prompt: '462 + 527  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 35826, a: 462 , b: 527 , c: 989 }}, 
{ questions: [{prompt: '133 + 113  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 975, a: 133 , b: 113 , c: 246 }}, 
{ questions: [{prompt: '611 + 385  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 27177, a: 611 , b: 385 , c: 996 }}, 
{ questions: [{prompt: '116 + 143  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 6654, a: 116 , b: 143 , c: 259 }}, 
{ questions: [{prompt: '621 + 178  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10076, a: 621 , b: 178 , c: 799 }}, 
{ questions: [{prompt: '426 + 573  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38616, a: 426 , b: 573 , c: 999 }}, 
{ questions: [{prompt: '313 + 445  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31689, a: 313 , b: 445 , c: 758 }}, 
{ questions: [{prompt: '133 + 712  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42913, a: 133 , b: 712 , c: 845 }}, 
{ questions: [{prompt: '412 + 456  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 32534, a: 412 , b: 456 , c: 868 }}, 
{ questions: [{prompt: '526 + 112  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 749, a: 526 , b: 112 , c: 638 }}, 
{ questions: [{prompt: '112 + 785  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 45342, a: 112 , b: 785 , c: 897 }}, 
{ questions: [{prompt: '443 + 445  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31721, a: 443 , b: 445 , c: 888 }}, 
{ questions: [{prompt: '237 + 452  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 32105, a: 237 , b: 452 , c: 689 }}, 
{ questions: [{prompt: '243 + 253  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 17385, a: 243 , b: 253 , c: 496 }}, 
{ questions: [{prompt: '211 + 155  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 8337, a: 211 , b: 155 , c: 366 }}, 
{ questions: [{prompt: '636 + 263  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18351, a: 636 , b: 263 , c: 899 }}, 
{ questions: [{prompt: '275 + 411  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 27333, a: 275 , b: 411 , c: 686 }}, 
{ questions: [{prompt: '376 + 413  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 27954, a: 376 , b: 413 , c: 789 }}, 
{ questions: [{prompt: '622 + 132  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 4923, a: 622 , b: 132 , c: 754 }}, 
{ questions: [{prompt: '221 + 676  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42634, a: 221 , b: 676 , c: 897 }}, 
{ questions: [{prompt: '111 + 757  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 44905, a: 111 , b: 757 , c: 868 }}, 
{ questions: [{prompt: '281 + 418  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 28632, a: 281 , b: 418 , c: 699 }}, 
{ questions: [{prompt: '133 + 311  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19459, a: 133 , b: 311 , c: 444 }}, 
{ questions: [{prompt: '353 + 113  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 1083, a: 353 , b: 113 , c: 466 }}, 
{ questions: [{prompt: '331 + 335  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 23673, a: 331 , b: 335 , c: 666 }}, 
{ questions: [{prompt: '266 + 631  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 40594, a: 266 , b: 631 , c: 897 }}, 
{ questions: [{prompt: '141 + 731  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 43873, a: 141 , b: 731 , c: 872 }}, 
{ questions: [{prompt: '423 + 145  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 7155, a: 423 , b: 145 , c: 568 }}, 
{ questions: [{prompt: '212 + 661  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42146, a: 212 , b: 661 , c: 873 }}, 
{ questions: [{prompt: '516 + 441  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31162, a: 516 , b: 441 , c: 957 }}, 
{ questions: [{prompt: '713 + 183  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10239, a: 713 , b: 183 , c: 896 }}, 
{ questions: [{prompt: '333 + 125  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 3827, a: 333 , b: 125 , c: 458 }}, 
{ questions: [{prompt: '112 + 887  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 46655, a: 112 , b: 887 , c: 999 }}, 
